Age,Gender,Where_live,AVG_Sleep_Per_Night,Regular_Bed_time,Exam_Night_Bed_Time,Holiday_Bed_Time,Regular_WakeUp_Time,Holiday_WakeUp_Time,Have_Regular_Bed_Time,Daytime_Nap,Struggle_to_Sleep,Sleep_Condition,Electronic_Devices_Before_Bed,Consume_Caffeine_Night,Dinnar_Time,Smoke,Sleep_Affecting_Drugs,Daily_Academics_Time_Spend,Main_Reason_for_Insufficient_Sleep,Rate_Sleep_Quality,Class_Attendance,Sleepiness_During_Class,Skip_Class_for_Sleep,Focus_on_Academic_Task,Impact_of_Sleep_on_Academic,Current_CGPA5,CGPA3_Class,Aware_of_Recomamended_Sleep,Use_Sleep_Tracking_Devices,Sacrifices_Sleep_for_Academics
16–21,Male,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Other,Avg,Occasionally late,Often,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
21–25,Male,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,OSA,Yes,No,>9PM,No,No,>4h,Stress,Avg,Occasionally late,Often,Yes,Always,V.Pos,3.5-3.74,3.5-4.0,No,No,Yes
21–25,Male,In hostel,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,No,No,>9PM,No,No,>4h,Stress,Avg,Usually,Often,No,Always,V.Pos,3.75-4.0,3.5-4.0,Yes,Yes,Yes
21–25,Male,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Workload,Good,Occasionally late,Often,Yes,Sometimes,V.Pos,3.75-4.0,3.5-4.0,No,No,Yes
21–25,Female,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,PLMS,Yes,No,>9PM,No,No,3-4h,Workload,Good,Occasionally late,Often,Yes,Sometimes,V.Pos,3.0-3.24,3.0-3.49,No,No,Yes
21–25,Male,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,3-4h,Workload,V.Good,Occasionally late,Often,Yes,Never,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
21–25,Male,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,Insomnia,Yes,No,>9PM,No,No,<1h,Workload,V.Good,Occasionally late,Often,Yes,Sometimes,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
16–21,Female,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,Insomnia,Yes,No,>9PM,No,No,3-4h,Workload,Good,Occasionally late,Often,Yes,Sometimes,V.Pos,3.25-3.49,3.0-3.49,Yes,Yes,Yes
21–25,Male,In hostel,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Sometimes,N/A,Yes,No,>9PM,No,No,<1h,Social media,Poor,Occasionally late,Often,Yes,Always,V.Pos,3.25-3.49,3.0-3.49,Yes,Yes,Yes
21–25,Female,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,>4h,Social media,Poor,Always,Often,Yes,Sometimes,V.Pos,3.25-3.49,3.0-3.49,Yes,Yes,Yes
21–25,Female,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,<1h,Workload,Avg,Always,Often,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,Yes,Yes
21–25,Female,In mess,5–6 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,<1h,Social media,Avg,Occasionally late,Often,Yes,Sometimes,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
21–25,Female,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Social media,Avg,Usually,Always,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
21–25,Male,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,<1h,Other,Avg,Occasionally late,Often,Yes,Sometimes,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
21–25,Male,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,Insomnia,Yes,No,>9PM,No,No,>4h,Stress,Avg,Occasionally late,Often,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
21–25,Female,In hostel,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,Insomnia,No,No,>9PM,No,No,<1h,Job,Avg,Always,Often,Yes,Sometimes,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
21–25,Female,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,Insomnia,Yes,Yes,>9PM,No,No,<1h,Noise,Avg,Occasionally late,Often,Yes,Never,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
21–25,Male,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,3-4h,Noise,Avg,Always,Often,Yes,Always,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
21–25,Male,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,3-4h,Workload,Avg,Occasionally late,Often,Yes,Always,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
21–25,Female,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,3-4h,Workload,Avg,Always,Often,Yes,Rarely,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
21–25,Male,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Social media,Avg,Occasionally late,Often,Yes,Always,V.Pos,3.75-4.0,3.5-4.0,No,No,Yes
21–25,Male,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Stress,Avg,Occasionally late,Often,Yes,Always,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
21–25,Female,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,RLS,Yes,Yes,>9PM,No,No,<1h,Stress,Avg,Occasionally late,Always,Yes,Never,V.Pos,<3.0,<3.0,Yes,No,Yes
21–25,Male,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,<1h,Social media,Avg,Occasionally late,Always,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
21–25,Female,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Sometimes,N/A,Yes,Yes,>9PM,No,No,1-2h,Noise,Avg,Always,Often,Yes,Always,V.Pos,3.75-4.0,3.5-4.0,No,No,Yes
21–25,Male,In hostel,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,<1h,Workload,Avg,Always,Often,Yes,Always,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
21–25,Female,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,>4h,Workload,Avg,Usually,Often,Yes,Always,V.Pos,3.25-3.49,3.0-3.49,Yes,Yes,Yes
21–25,Male,With family,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,OSA,Yes,No,>9PM,No,No,1-2h,Workload,Avg,Always,Often,Yes,Always,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
21–25,Female,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,Insomnia,Yes,Yes,>9PM,No,No,3-4h,Job,Poor,Occasionally late,Always,Yes,Sometimes,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
21–25,Male,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Social media,Poor,Always,Often,Yes,Always,V.Pos,3.5-3.74,3.5-4.0,Yes,Yes,Yes
21–25,Male,In hostel,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,Insomnia,Yes,Yes,>9PM,No,No,<1h,Social media,Poor,Occasionally late,Often,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,Yes,Yes
21–25,Female,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Social media,Avg,Occasionally late,Always,Yes,Always,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
16–21,Female,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,1-2h,Social media,Avg,Always,Often,Yes,Rarely,V.Pos,3.5-3.74,3.5-4.0,No,No,Yes
21–25,Male,In hostel,5–6 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,1-2h,Social media,Poor,Occasionally late,Often,Yes,Never,V.Pos,3.25-3.49,3.0-3.49,No,No,Yes
21–25,Female,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Workload,Poor,Occasionally late,Often,Yes,Always,V.Pos,3.75-4.0,3.5-4.0,No,No,Yes
21–25,Female,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,<1h,Workload,Avg,Always,Often,Yes,Sometimes,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
21–25,Female,With family,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,>4h,Social media,Poor,Occasionally late,Often,Yes,Always,V.Pos,<3.0,<3.0,Yes,Yes,Yes
21–25,Female,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,Insomnia,Yes,No,>9PM,No,No,1-2h,Other,Poor,Usually,Often,Yes,Rarely,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
21–25,Male,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,Insomnia,Yes,No,>9PM,No,No,1-2h,Workload,Poor,Occasionally late,Often,Yes,Sometimes,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
21–25,Female,With family,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,Insomnia,Yes,No,>9PM,No,No,1-2h,Stress,Avg,Always,Often,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,No,No,Yes
21–25,Male,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Noise,Avg,Occasionally late,Often,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
21–25,Female,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,>4h,Stress,Poor,Occasionally late,Often,Yes,Always,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
21–25,Female,In hostel,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,<1h,Stress,Poor,Occasionally late,Often,Yes,Always,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
21–25,Female,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,>4h,Workload,Poor,Always,Always,Yes,Always,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
21–25,Female,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Workload,Avg,Always,Always,Yes,Always,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
21–25,Female,With family,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Sometimes,Insomnia,Yes,No,>9PM,No,No,3-4h,Stress,Poor,Occasionally late,Often,Yes,Always,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
21–25,Male,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Social media,Poor,Occasionally late,Often,Yes,Sometimes,V.Pos,3.25-3.49,3.0-3.49,Yes,Yes,Yes
21–25,Male,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Stress,Poor,Occasionally late,Always,Yes,Sometimes,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
16–21,Male,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Other,Poor,Always,Often,Yes,Sometimes,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
21–25,Female,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,3-4h,Other,Avg,Occasionally late,Always,Yes,Always,V.Pos,3.75-4.0,3.5-4.0,Yes,Yes,Yes
21–25,Male,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,Insomnia,Yes,No,>9PM,No,No,>4h,Stress,Avg,Occasionally late,Often,Yes,Rarely,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
16–21,Male,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,1-2h,Social media,Poor,Occasionally late,Always,Yes,Always,V.Pos,3.5-3.74,3.5-4.0,No,Yes,Yes
16–21,Female,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,>4h,Workload,Avg,Always,Always,Yes,Rarely,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
21–25,Male,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,OSA,Yes,No,>9PM,No,No,3-4h,Stress,Poor,Occasionally late,Always,Yes,Always,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
16–21,Female,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,1-2h,Social media,Poor,Always,Always,Yes,Always,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
16–21,Female,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,Insomnia,Yes,No,>9PM,No,No,1-2h,Social media,Poor,Occasionally late,Always,Yes,Rarely,V.Pos,3.0-3.24,3.0-3.49,Yes,Yes,Yes
21–25,Female,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,Insomnia,Yes,No,>9PM,No,No,1-2h,Stress,Poor,Always,Often,Yes,Rarely,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
16–21,Female,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,RLS,Yes,No,>9PM,No,No,1-2h,Stress,Poor,Occasionally late,Always,Yes,Sometimes,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
21–25,Female,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,RLS,Yes,Yes,>9PM,No,No,<1h,Stress,Poor,Occasionally late,Always,Yes,Sometimes,V.Pos,<3.0,<3.0,Yes,No,Yes
21–25,Male,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,OSA,Yes,Yes,>9PM,No,No,1-2h,Workload,Poor,Always,Often,Yes,Sometimes,V.Pos,<3.0,<3.0,Yes,Yes,Yes
16–21,Male,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,RLS,Yes,Yes,>9PM,No,No,1-2h,Workload,Poor,Always,Always,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,Yes,Yes
16–21,Male,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,>4h,Other,Avg,Occasionally late,Often,Yes,Sometimes,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
21–25,Male,With family,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,1-2h,Noise,Poor,Always,Always,Yes,Always,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
16–21,Female,With family,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,>4h,Social media,Poor,Occasionally late,Often,Yes,Always,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
21–25,Female,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,Insomnia,Yes,Yes,>9PM,No,No,1-2h,Entertainment,Poor,Occasionally late,Often,Yes,Sometimes,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
16–21,Female,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,RLS,Yes,No,>9PM,No,No,3-4h,Social media,Avg,Occasionally late,Always,Yes,Always,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
16–21,Male,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,1-2h,Social media,Poor,Always,Always,Yes,Always,V.Pos,3.75-4.0,3.5-4.0,No,No,Yes
16–21,Male,With family,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,Insomnia,Yes,No,>9PM,No,No,3-4h,Other,Avg,Occasionally late,Often,Yes,Always,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
16–21,Male,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Other,Poor,Always,Often,Yes,Sometimes,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
21–25,Female,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,3-4h,Social media,Avg,Occasionally late,Often,Yes,Sometimes,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
16–21,Male,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Stress,Poor,Occasionally late,Often,Yes,Sometimes,V.Pos,<3.0,<3.0,No,No,Yes
16–21,Female,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Social media,Poor,Occasionally late,Always,Yes,Always,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
16–21,Male,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,Insomnia,Yes,Yes,>9PM,No,No,3-4h,Stress,Avg,Occasionally late,Always,Yes,Rarely,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
21–25,Female,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,PLMS,Yes,No,>9PM,No,No,1-2h,Social media,Poor,Always,Often,Yes,Sometimes,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
16–21,Male,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,OSA,Yes,Yes,>9PM,No,No,3-4h,Noise,Avg,Occasionally late,Always,Yes,Sometimes,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
16–21,Male,With family,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,>4h,Workload,Poor,Always,Always,Yes,Sometimes,V.Pos,3.25-3.49,3.0-3.49,Yes,No,Yes
16–21,Female,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,1-2h,Social media,Avg,Always,Often,Yes,Sometimes,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
16–21,Male,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,RLS,Yes,Yes,>9PM,No,No,>4h,Job,Avg,Occasionally late,Always,Yes,Sometimes,V.Pos,3.75-4.0,3.5-4.0,No,No,Yes
21–25,Male,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,3-4h,Social media,Avg,Occasionally late,Always,Yes,Sometimes,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
21–25,Male,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,Insomnia,Yes,Yes,>9PM,No,No,1-2h,Workload,Poor,Occasionally late,Often,Yes,Always,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
16–21,Male,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,Insomnia,Yes,No,>9PM,No,No,3-4h,Stress,Poor,Occasionally late,Always,Yes,Sometimes,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
21–25,Male,With family,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Social media,Avg,Occasionally late,Often,Yes,Sometimes,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
16–21,Male,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,1-2h,Stress,Poor,Occasionally late,Often,Yes,Rarely,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
16–21,Male,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,PLMS,Yes,No,>9PM,No,No,1-2h,Social media,Avg,Occasionally late,Often,Yes,Sometimes,V.Pos,<3.0,<3.0,Yes,No,Yes
16–21,Male,With family,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,1-2h,Social media,Avg,Occasionally late,Always,Yes,Always,S.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
21–25,Female,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,3-4h,Social media,Poor,Occasionally late,Often,Yes,Sometimes,V.Pos,<3.0,<3.0,Yes,No,Yes
16–21,Female,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,RLS,Yes,No,>9PM,No,No,1-2h,Stress,Poor,Occasionally late,Often,Yes,Sometimes,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
16–21,Male,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,PLMS,Yes,Yes,>9PM,No,No,1-2h,Workload,Avg,Occasionally late,Often,Yes,Always,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
16–21,Male,In hostel,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,Insomnia,Yes,No,>9PM,No,No,>4h,Social media,Poor,Occasionally late,Always,Yes,Always,V.Pos,3.75-4.0,3.5-4.0,No,No,Yes
16–21,Male,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,<1h,Social media,Avg,Always,Often,Yes,Always,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
16–21,Male,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,>4h,Other,Poor,Occasionally late,Always,Yes,Always,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
16–21,Male,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Workload,Good,Occasionally late,Often,Yes,Always,V.Pos,<3.0,<3.0,Yes,No,Yes
21–25,Male,In hostel,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Stress,Avg,Occasionally late,Often,Yes,Sometimes,V.Pos,3.75-4.0,3.5-4.0,Yes,No,Yes
21–25,Male,In hostel,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,N/A,No,Yes,>9PM,No,No,1-2h,Workload,Poor,Occasionally late,Always,Yes,Always,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
16–21,Male,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,Insomnia,Yes,No,>9PM,No,No,>4h,Workload,Avg,Always,Often,Yes,Always,V.Pos,3.0-3.24,3.0-3.49,Yes,No,Yes
16–21,Female,In mess,More than 8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,RLS,Yes,No,>9PM,No,No,>4h,Other,Poor,Occasionally late,Often,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
21–25,Female,In mess,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Often,RLS,Yes,No,>9PM,No,No,3-4h,Workload,Poor,Occasionally late,Often,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
21–25,Male,In hostel,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Stress,Avg,Always,Often,Yes,Sometimes,V.Pos,3.5-3.74,3.5-4.0,Yes,No,Yes
21–25,Male,With family,7–8 hours,After 1 AM,>1AM,>1AM,>8AM,>8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,3-4h,Workload,Avg,Occasionally late,Always,Yes,Always,V.Pos,3.5-3.74,3.5-4.0,No,No,Yes
