Age,Gender,Where_live,AVG_Sleep_Per_Night,Regular_Bed_time,Exam_Night_Bed_Time,Holiday_Bed_Time,Regular_WakeUp_Time,Holiday_WakeUp_Time,Have_Regular_Bed_Time,Daytime_Nap,Struggle_to_Sleep,Sleep_Condition,Electronic_Devices_Before_Bed,Consume_Caffeine_Night,Dinnar_Time,Smoke,Sleep_Affecting_Drugs,Daily_Academics_Time_Spend,Main_Reason_for_Insufficient_Sleep,Rate_Sleep_Quality,Class_Attendance,Sleepiness_During_Class,Skip_Class_for_Sleep,Focus_on_Academic_Task,Impact_of_Sleep_on_Academic,Current_CGPA5,CGPA3_Class,Aware_of_Recomamended_Sleep,Use_Sleep_Tracking_Devices,Sacrifices_Sleep_for_Academics
21-25,Female,With family,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,>4h,Noise,V.Good,Occasionally late,Often,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
21-25,Male,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Rarely,N/A,No,No,>9PM,No,No,3-4h,Social media,Avg,Occasionally late,Rarely,No,Sometimes,Somewhat Negative,3.0-3.24,3.0-3.49,Yes,No,Yes
21-25,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,1-2h,Social media,V.Good,Occasionally late,Always,Yes,Always,Very Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
21-25,Male,With family,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,Yes,Yes,>9PM,No,No,1-2h,Social media,Avg,Occasionally late,Rarely,Yes,Sometimes,Very Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
>25,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,1-2h,Stress,V.Good,Occasionally late,Often,Yes,Sometimes,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
21-25,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,1-2h,Other,V.Good,Always on time,Often,Yes,Always,Very Positive,3.25-3.49,3.0-3.49,Yes,Yes,Yes
21-25,Male,In hostel,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,<1h,Entertainment,Good,Occasionally late,Rarely,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,Yes,Yes,Yes
21-25,Male,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Stress,V.Good,Usually on time,Often,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,Yes,Yes,Yes
21-25,Male,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Workload,V.Good,Occasionally late,Often,Yes,Always,Very Positive,3.25-3.49,3.0-3.49,Yes,Yes,Yes
21-25,Male,With family,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,RLS,Yes,Yes,>9PM,No,No,>4h,Workload,Good,Frequently late,Rarely,No,Sometimes,Somewhat Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
21-25,Female,With family,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Social media,V.Good,Occasionally late,Always,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Male,With family,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,No,Yes,>9PM,No,No,>4h,Entertainment,Good,Usually on time,Often,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
21-25,Male,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,Insomnia,Yes,Yes,>9PM,No,No,1-2h,Workload,V.Good,Usually on time,Often,Yes,Sometimes,Very Positive,3.5-3.74,3.5-4.0,Yes,Yes,Yes
21-25,Male,With family,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,No,No,>9PM,No,No,3-4h,Social media,Good,Usually on time,Often,Yes,Sometimes,Somewhat Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
21-25,Female,In mess,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,1-2h,Other,V.Good,Usually on time,Always,Yes,Sometimes,Very Positive,3.0-3.24,3.0-3.49,No,Yes,Yes
16-20,Female,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,3-4h,Workload,V.Good,Occasionally late,Always,Yes,Always,Very Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
21-25,Female,In hostel,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,RLS,Yes,No,>9PM,No,No,1-2h,Job,Good,Occasionally late,Always,Yes,Always,Very Positive,<3.0,<3.0,Yes,No,Yes
21-25,Female,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,3-4h,Noise,Avg,Always on time,Always,Yes,Sometimes,Very Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
21-25,Male,With family,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,No,Yes,>9PM,No,No,1-2h,Social media,Good,Occasionally late,Rarely,Yes,Sometimes,Very Positive,3.0-3.24,3.0-3.49,No,Yes,Yes
21-25,Male,With family,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,No,Yes,>9PM,No,No,1-2h,Stress,V.Good,Occasionally late,Often,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,Yes,Yes,Yes
21-25,Male,In hostel,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,Yes,No,>9PM,No,No,3-4h,Stress,V.Good,Usually on time,Often,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Male,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,OSA,Yes,No,>9PM,No,No,1-2h,Other,V.Good,Always on time,Often,Yes,Sometimes,Very Positive,<3.0,<3.0,Yes,No,Yes
21-25,Male,In hostel,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Rarely,Insomnia,Yes,Yes,>9PM,No,No,3-4h,Workload,V.Good,Usually on time,Always,Yes,Always,Somewhat Negative,3.75-4.0,3.5-4.0,Yes,No,Yes
21-25,Male,In hostel,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,Insomnia,Yes,Yes,>9PM,No,No,>4h,Social media,V.Good,Usually on time,Often,Yes,Always,Very Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
16-20,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,1-2h,Social media,V.Good,Occasionally late,Often,Yes,Always,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,No,No,>9PM,No,No,>4h,Workload,Good,Usually on time,Often,No,Rarely,Somewhat Positive,3.25-3.49,3.0-3.49,No,No,Yes
21-25,Female,In hostel,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,OSA,Yes,Yes,>9PM,No,No,3-4h,Noise,V.Good,Usually on time,Often,Yes,Sometimes,Very Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
21-25,Female,With family,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,No,Yes,>9PM,No,No,1-2h,Stress,Avg,Occasionally late,Often,Yes,Always,Somewhat Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
21-25,Female,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,3-4h,Entertainment,V.Good,Occasionally late,Often,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
21-25,Female,In mess,<5h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,Insomnia,Yes,Yes,>9PM,No,No,1-2h,Entertainment,Good,Occasionally late,Always,Yes,Sometimes,Somewhat Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Male,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,1-2h,Workload,V.Good,Always on time,Often,Yes,Always,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Male,With family,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Workload,V.Good,Occasionally late,Often,Yes,Always,Very Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
16-20,Female,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,OSA,No,No,>9PM,No,No,1-2h,Workload,Good,Usually on time,Always,Yes,Rarely,Somewhat Negative,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,3-4h,Other,V.Good,Occasionally late,Often,Yes,Always,Very Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
21-25,Female,In hostel,<5h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,Yes,Yes,>9PM,No,No,1-2h,Workload,Good,Occasionally late,Often,Yes,Always,Somewhat Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Female,In mess,<5h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,Yes,Yes,>9PM,No,No,1-2h,Stress,V.Good,Always on time,Always,Yes,Sometimes,Very Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
21-25,Male,In mess,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,>4h,Social media,V.Good,Occasionally late,Often,Yes,Sometimes,Very Positive,3.75-4.0,3.5-4.0,No,No,Yes
21-25,Male,In mess,<5h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,No,No,>9PM,No,No,<1h,Social media,Avg,Frequently late,Never,Yes,Always,Somewhat Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
21-25,Female,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,>4h,Workload,V.Good,Occasionally late,Often,Yes,Sometimes,Somewhat Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Female,In hostel,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,No,Yes,>9PM,No,No,1-2h,Stress,V.Good,Usually on time,Often,Yes,Sometimes,Very Positive,3.5-3.74,3.5-4.0,Yes,Yes,Yes
21-25,Male,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,1-2h,Entertainment,V.Good,Always on time,Often,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,Yes,Yes,Yes
21-25,Male,In mess,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,No,No,>9PM,No,No,1-2h,Workload,Good,Usually on time,Often,Yes,Always,Somewhat Positive,3.25-3.49,3.0-3.49,Yes,Yes,Yes
21-25,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,No,Yes,>9PM,No,No,>4h,Noise,V.Good,Usually on time,Often,Yes,Sometimes,Somewhat Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Male,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Rarely,N/A,No,Yes,>9PM,No,No,>4h,Noise,Poor,Usually on time,Often,Yes,Sometimes,Somewhat Negative,<3.0,<3.0,Yes,No,Yes
21-25,Male,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,3-4h,Workload,V.Good,Always on time,Always,Yes,Sometimes,Very Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
21-25,Female,In mess,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,No,No,>9PM,No,No,1-2h,Workload,V.Good,Usually on time,Often,Yes,Sometimes,Somewhat Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Female,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,3-4h,Stress,V.Good,Usually on time,Often,Yes,Never,Very Positive,3.5-3.74,3.5-4.0,No,No,Yes
21-25,Female,In mess,<5h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,Yes,No,>9PM,No,No,1-2h,Workload,V.Good,Usually on time,Often,Yes,Always,Somewhat Positive,3.75-4.0,3.5-4.0,No,No,Yes
21-25,Male,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,OSA,Yes,No,>9PM,No,No,1-2h,Noise,Avg,Occasionally late,Often,Yes,Always,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
16-20,Female,With family,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,No,No,>9PM,No,No,>4h,Other,V.Good,Always on time,Always,Yes,Rarely,Somewhat Positive,3.5-3.74,3.5-4.0,No,Yes,Yes
21-25,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,>4h,Workload,Avg,Usually on time,Always,Yes,Always,Very Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
21-25,Female,In hostel,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Rarely,RLS,No,No,>9PM,No,No,1-2h,Workload,Good,Usually on time,Often,Yes,Rarely,Somewhat Positive,3.25-3.49,3.0-3.49,No,No,Yes
21-25,Female,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,PLMS,Yes,Yes,>9PM,No,No,3-4h,Workload,V.Good,Always on time,Always,Yes,Sometimes,Very Positive,3.5-3.74,3.5-4.0,No,No,Yes
21-25,Female,In mess,<5h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,No,No,>9PM,No,No,3-4h,Workload,Avg,Usually on time,Often,No,Sometimes,Somewhat Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
21-25,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,OSA,Yes,Yes,>9PM,No,No,<1h,Job,V.Good,Occasionally late,Often,Yes,Always,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Male,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,PLMS,Yes,Yes,>9PM,No,No,3-4h,Social media,V.Good,Always on time,Often,Yes,Always,Very Positive,3.75-4.0,3.5-4.0,Yes,Yes,Yes
21-25,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,Yes,No,>9PM,No,No,<1h,Social media,Good,Occasionally late,Often,Yes,Sometimes,Very Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
21-25,Female,With family,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,>4h,Social media,V.Good,Usually on time,Often,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,Yes,Yes,Yes
21-25,Female,In hostel,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,No,Yes,>9PM,No,No,<1h,Social media,Poor,Usually on time,Never,No,Sometimes,Somewhat Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Female,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,<1h,Other,V.Good,Always on time,Always,Yes,Always,Very Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
21-25,Male,In mess,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,No,Yes,>9PM,No,No,1-2h,Social media,Avg,Usually on time,Often,No,Sometimes,Somewhat Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Female,With family,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,<1h,Workload,V.Good,Always on time,Always,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
21-25,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,No,No,>9PM,No,No,>4h,Social media,Avg,Frequently late,Never,Yes,Always,Somewhat Positive,3.0-3.24,3.0-3.49,Yes,Yes,Yes
21-25,Male,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,<1h,Social media,V.Good,Always on time,Always,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
21-25,Male,In hostel,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Never,Insomnia,No,No,>9PM,No,No,<1h,Workload,V.Good,Frequently late,Always,Yes,Rarely,Somewhat Positive,3.25-3.49,3.0-3.49,Yes,Yes,Yes
21-25,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,No,No,>9PM,No,No,3-4h,Workload,Poor,Frequently late,Never,No,Always,No impact,<3.0,<3.0,Yes,Yes,Yes
21-25,Male,In hostel,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,Insomnia,Yes,Yes,>9PM,No,No,3-4h,Social media,V.Good,Always on time,Often,Yes,Sometimes,Very Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
21-25,Female,With family,<5h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,Yes,No,>9PM,No,No,3-4h,Social media,Poor,Occasionally late,Often,No,Sometimes,Somewhat Negative,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Female,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Workload,V.Good,Always on time,Rarely,Yes,Rarely,Very Positive,3.75-4.0,3.5-4.0,No,No,Yes
21-25,Female,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,1-2h,Workload,V.Good,Always on time,Always,Yes,Always,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Female,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,PLMS,Yes,Yes,>9PM,No,No,<1h,Social media,V.Good,Usually on time,Often,Yes,Always,Very Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
21-25,Female,With family,<5h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Never,PLMS,No,Yes,>9PM,No,No,<1h,Workload,V.Good,Frequently late,Often,No,Always,Somewhat Negative,3.75-4.0,3.5-4.0,Yes,No,Yes
21-25,Male,In mess,<5h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,No,Yes,>9PM,No,No,1-2h,Other,Avg,Occasionally late,Never,Yes,Sometimes,Somewhat Positive,3.25-3.49,3.0-3.49,No,No,Yes
21-25,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,<1h,Other,V.Good,Occasionally late,Often,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
16-20,Female,In hostel,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,OSA,No,Yes,>9PM,No,No,>4h,Entertainment,Good,Occasionally late,Often,Yes,Never,Somewhat Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
21-25,Male,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,1-2h,Job,V.Good,Occasionally late,Always,Yes,Sometimes,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
21-25,Female,In hostel,<5h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,No,No,>9PM,No,No,3-4h,Job,Avg,Occasionally late,Rarely,No,Always,Somewhat Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
21-25,Female,In hostel,<5h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,No,Yes,>9PM,No,No,1-2h,Social media,Avg,Frequently late,Rarely,No,Always,Somewhat Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
21-25,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,No,Yes,>9PM,No,No,<1h,Other,V.Good,Occasionally late,Often,Yes,Sometimes,Very Positive,3.5-3.74,3.5-4.0,Yes,Yes,Yes
21-25,Female,In mess,<5h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,No,Yes,>9PM,No,No,1-2h,Workload,Avg,Occasionally late,Never,Yes,Sometimes,Somewhat Negative,3.5-3.74,3.5-4.0,Yes,Yes,Yes
21-25,Male,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,RLS,Yes,No,>9PM,No,No,1-2h,Social media,V.Good,Occasionally late,Often,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,No,Yes,Yes
21-25,Female,In hostel,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,No,No,>9PM,No,No,1-2h,Social media,Good,Usually on time,Rarely,No,Sometimes,No impact,3.5-3.74,3.5-4.0,No,Yes,Yes
21-25,Male,With family,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,1-2h,Workload,V.Good,Occasionally late,Often,Yes,Sometimes,Very Positive,<3.0,<3.0,No,No,Yes
21-25,Male,With family,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,RLS,No,No,>9PM,No,No,<1h,Workload,Avg,Frequently late,Rarely,No,Rarely,No impact,3.75-4.0,3.5-4.0,Yes,Yes,Yes
21-25,Female,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,OSA,Yes,No,>9PM,No,No,>4h,Other,V.Good,Always on time,Always,Yes,Always,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Male,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,No,No,>9PM,No,No,1-2h,Social media,Avg,Frequently late,Never,No,Always,Somewhat Negative,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Female,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,Insomnia,Yes,Yes,>9PM,No,No,1-2h,Social media,V.Good,Occasionally late,Often,Yes,Always,Very Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
21-25,Male,In mess,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,No,No,>9PM,No,No,1-2h,Other,Avg,Frequently late,Never,Yes,Sometimes,Somewhat Negative,3.0-3.24,3.0-3.49,No,No,Yes
21-25,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,No,No,>9PM,No,No,1-2h,Workload,V.Good,Occasionally late,Often,Yes,Always,Somewhat Positive,3.0-3.24,3.0-3.49,Yes,Yes,Yes
21-25,Male,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,Insomnia,Yes,No,>9PM,No,No,>4h,Entertainment,V.Good,Always on time,Often,Yes,Always,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
16-20,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,OSA,Yes,Yes,>9PM,No,No,<1h,Workload,V.Good,Occasionally late,Often,Yes,Sometimes,Very Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
21-25,Female,In mess,<5h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,No,No,>9PM,No,No,>4h,Social media,Poor,Frequently late,Often,No,Always,Somewhat Negative,3.75-4.0,3.5-4.0,Yes,Yes,Yes
21-25,Female,In hostel,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Workload,V.Good,Occasionally late,Often,Yes,Always,Somewhat Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
16-20,Male,In hostel,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Rarely,N/A,No,No,>9PM,No,No,3-4h,Other,V.Good,Usually on time,Often,Yes,Always,Somewhat Negative,3.0-3.24,3.0-3.49,Yes,No,Yes
16-20,Male,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Other,V.Good,Always on time,Always,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
